Facility Id	Facility Name	City	State	Zip Code	Address	Latitude	Longitude	Total reported direct emissions	CO2 emissions (non-biogenic) 	Methane (CH4) emissions 	Nitrous Oxide (N2O) emissions 	Stationary Combustion	Electricity Generation
1003195	Ironside Energy, LLC	East Chicago	IN	46312	3001 Dickey Road	41.65984	-87.46585	921158.186	921009.7	19.75	128.736	921158.186	0.0
1003714	Iroquois Bio Energy Company	Rensselaer	IN	47978	751 West State Road 114	40.933056	-87.067222	67493.746	67411.9	44.0	37.846	67481.496	0.0
1008767	Irving Tissue, Inc. Fort Edward Facility	Fort Edward	NY	12828	1 Eddy Street	43.269083	-73.595222	28397.544	28368.5	13.25	15.794	28397.544	0.0
1001425	Irvington Generating Station	TUCSON	AZ	85714	3950 E IRVINGTON ROAD	32.16	-110.9047	653726.988	651209.2	951.5	1566.288	738.748	652988.24
1006086	Irwindale Brew Yard, LLC.	IRWINDALE	CA	91706	15801 E. 1ST ST.	34.12159	-117.93825	27663.956	26917.8	717.25	28.906	26965.206	0.0
1001154	Itafos Conda LLC	SODA SPRINGS	ID	83276	3010 CONDA ROAD	42.739417	-111.541421	104022.232	103935.1	39.75	47.382	84416.432	0.0
1011082	Ivanpah Solar Electric Generating Facility	Nipton	CA	92364	100302 Yates Well Road	35.556742	-115.470514	46570.276	46522.6	21.75	25.926	3349.488	43220.788
1011257	Ivy Material Utilization Center	Charlottesville	VA	22903	4576 Dick Woods Road	38.02096	-78.65167	10148.0	0.0	10148.0	0.0	0.0	0.0
1004716	J BAR J LANDFILL	OGALLALA	NE	69153	460 ROAD W 20	41.056436	-101.576715	56586.55	19.3	56567.25	0.0	19.3	0.0
1001497	J D Kennedy	JACKSONVILLE	FL	32206	4215 TALLEYRAND AVE	30.3644	-81.6236	27274.394	27245.6	13.0	15.794	0.0	27274.394
1000720	J E Corette	BILLINGS	MT	59101	301 Charlene Street	45.7747	-108.4803	628852.12	623934.8	1798.75	3118.57	0.0	628852.12
1000670	J H Campbell	WEST OLIVE	MI	49460	17000 CROSWELL ST	42.9103	-86.2036	8510226.588	8465580.0	2224.5	42422.088	412.344	8509814.244
1007376	J K Spruce	SAN ANTONIO	TX	78223	12940 S US Hwy 181	29.3091	-98.3205	9064537.05579187	9015931.1093353	2421.62744506	46184.3190115115	114.02698007152	9064423.0288118
1000849	J M Stuart	Manchester	OH	45144	745 US 52	38.6361	-83.6939	10411867.174	10356042.5	2784.25	53040.424	3399.046	10408468.128
1000995	J P Madgett	Alma	WI	54610	500 Old State Hwy 35	44.3026	-91.9126	1524510.494	1512574.9	4365.5	7570.094	429.694	1524080.8
1001496	J R Kelly	GAINESVILLE	FL	32601	515 SE 5 AVE	29.6467	-82.3219	120399.902	120277.4	55.75	66.752	0.0	120399.902
1002804	J R SIMPLOT CO	OTHELLO	WA	99344	1201 N BROADWAY AVE	46.837778	-119.176389	87300.874	46808.9	40465.75	26.224	46857.124	0.0
1003636	J R SIMPLOT COMPANY	HELM	CA	93627	12688 S. COLORADO AVE.	36.551156	-120.113717	17821.562	16318.4	7.5	1495.662	6723.784	0.0
1000672	J R Whiting	ERIE	MI	48133	4525 E ERIE RD	41.7917	-83.4486	1926469.25	1916362.7	503.5	9603.05	98.898	1926370.352
1000395	J Robert Massengale Generating Station	LUBBOCK	TX	79401	402 Massengale Drive	33.6039	-101.8408	64539.012	64473.8	29.75	35.462	49.1	64489.912
1001039	J T Deely	SAN ANTONIO	TX	78223	12940 S US Hwy 181	29.3072	-98.3228	5932582.7955516	5900770.752	1584.89655	30227.1470016	0.0	5932582.7955516
1002081	J. C. Elliott Landfill and Transfer Station	CORPUS CHRISTI	TX	78415	7001 AYERS	27.703602	-97.447277	101334.75	0.0	101334.75	0.0	0.0	0.0
1002832	J. R. Simplot Co.	Moses Lake	WA	98837	14124 Wheeler Road NE	47.131732	-119.18926	32107.012	25489.5	6589.5	28.012	25535.262	0.0
1002371	J.B. Sims Generation Station	Grand Haven	MI	49417	1231 N. Third St.	43.071111	-86.233889	343613.566	343597.3	3.75	12.516	171805.708	171807.858
1004752	J.E.D. SOLID WASTE MANAGEMENT FACILITY	ST. CLOUD	FL	34773	1501 OMNI WAY	28.04932	-81.05266	638118.25	0.0	638118.25	0.0	0.0	0.0
1004956	J.G. Boswell Tomato Company Kern LLC	BUTTONWILLOW	CA	93206	36889 HWY 58	35.39938	-119.40813	45240.18	45193.6	21.25	25.33	45240.18	0.0
1004832	J.G. Boswell Tomato Company Kings LLC	CORCORAN	CA	93212	27905 DAIRY AVE	36.066559	-119.571981	43907.784	43862.3	20.75	24.734	43907.784	0.0
1000559	J.M. Shafer Generating Station	FORT LUPTON	CO	80621	6811 Weld County Road #31	40.0979	-104.7745	346040.464	345688.1	160.75	191.614	394.548	345645.916
1010687	J.R. Simplot Company	Grand Forks	ND	58201	3630 Gateway Drive	47.933611	-97.0825	46442.676	45441.6	960.25	40.826	45513.676	0.0
1003083	JACKALOPE TREATER	MIRANDO CITY	TX	78369		27.2567	-98.9001	97249.728	95772.8	1458.75	18.178	32350.428	0.0
1006191	JACKSONVILLE N SANITARY LANDFILL	JACKSONVILLE	FL	32225	11405 ISLAND DRIVE	30.441998	-81.554237	121575.75	0.0	121575.75	0.0	0.0	0.0
1008992	JAMES HARDIE BUILDING PRODUCTS, INC. (CLEB)	CLEBURNE	TX	76033	820 SPARKS DRIVE	32.40107	-97.40798	31716.476	31682.5	15.5	18.476	31716.476	0.0
1010611	JAMES HARDIE BUILDING PRODUCTS, INC. (PERU)	PERU	IL	61354	17 UNYTITE DRIVE	41.372514	-89.138584	28270.796	28242.3	13.0	15.496	28270.796	0.0
1004328	JANESVILLE CITY/ROCK COUNTY LANDFILL	JANESVILLE	WI	53547	18 NORTH JACKSON STREET	42.702781	-89.023611	89832.75	0.0	89832.75	0.0	0.0	0.0
1004348	JASPER MUNICIPAL ELECTRIC UTILITY	JASPER	IN	47546	1163 E 15TH ST	38.40079	-86.91443	0.0	0.0	0.0	0.0	0.0	0.0
1007671	JAY COUNTY LANDFILL	PORTLAND	IN	47371	5825 WEST 400 SOUTH	40.380206	-85.091221	31974.362	387.7	31543.75	42.912	448.862	0.0
1004257	JBS SOUDERTON, INC. - RENDERING FACILITY	SOUDERTON	PA	18964	741 SOUDER ROAD	40.283058	-75.341965	50623.02	26222.2	24374.0	26.82	26266.52	0.0
1006121	JBS SWIFT	MARSHALLTOWN	IA	50158	402 NORTH 10TH AVENUE	42.054417	-92.897944	38283.312	35421.3	2834.0	28.012	35469.312	0.0
1004022	JBS Swift Beef Company - Greeley Plant	Greeley	CO	80632	800 North 8th Avenue	40.44278	-104.69233	57112.184	57053.0	27.0	32.184	57112.184	0.0
1010327	JBS Swift Food	Ottumwa	IA	52501	600 South Iowa Ave	41.00331	-92.39382	22713.466	21962.0	731.5	19.966	21995.466	0.0
1002346	JBS/Swift Pork Company	BEARDSTOWN	IL	62618	8295 ARENZVILLE RD.	39.99379	-90.404577	41294.572	32061.1	9199.5	33.972	32116.822	0.0
1011313	JC Bell Compressor Station	Crowley	TX	76036	3833 County Road 920	32.545644	-97.438735	28730.288	28699.6	14.0	16.688	28730.288	0.0
1003624	JEFFERSON CITY LANDFILL	JEFFERSON CITY	MO	65101	5605 MOREAU RIVER ACCESS ROAD	38.545528	-92.104583	24909.098	124.3	24784.5	0.298	124.848	0.0
1003615	JEFFERSON COUNTY LANDFILL	PINE BLUFF	AR	71602	6000 GRAVEL PIT RD	34.339528	-92.185611	85208.0	0.0	85208.0	0.0	0.0	0.0
1002476	JEFFERSON DAVIS PARISH LANDFILL	WELSH	LA	70591	16547 LANDFILL ROAD	30.27081	-92.86694	52832.75	0.0	52832.75	0.0	0.0	0.0
1002587	JEFFERSON PARISH SANITARY LANDFILL	AVONDALE	LA	70094	5800 HIGHWAY 90 WEST	29.914373	-90.263967	77745.65	46.4	77699.25	0.0	46.4	0.0
1002559	JELD-WEN, INC.	TOWANDA	PA	18848	825 SHINER ROAD	41.762505	-76.417843	47749.506	43196.6	3145.75	1407.156	44856.256	0.0
1007129	JERRITT CANYON MINE	ELKO	NV	89801		41.40332	-115.910116	47414.01	47133.0	96.25	184.76	47414.01	0.0
1004730	JESSOP STEEL, LLC WASHINGTON FACILITY	WASHINGTON	PA	15301	500 GREEN STREET	40.175905	-80.274784	40210.948	40169.3	19.0	22.648	40210.948	0.0
1005598	JEWELL COAL & COKE	Oakwood	VA	24631	1034 Dismal River Road	37.234409	-82.036899	501993.646	501985.6	0.0	8.046	1995.246	0.0
1004529	JIM BEAM BRANDS COMPANY	CLERMONT	KY	40110	526 HAPPY HOLLOW ROAD	37.92905	-85.652687	45052.96	44737.3	116.0	199.66	45052.96	0.0
1004528	JIM BEAM BRANDS COMPANY	BOSTON	KY	40107	1600 LEBANON JUNCTION ROAD	37.807747	-85.687444	36443.37	36223.3	81.5	138.57	36443.37	0.0
1001902	JOHN DEERE DUBUQUE WORKS	DUBUQUE	IA	52001	18600 SOUTH JOHN DEERE ROAD	42.5673	-90.6879	24263.898	24236.7	12.0	15.198	24263.898	0.0
1002458	JOHN DEERE FNDRY WATERLOO	WATERLOO	IA	50701	400 WESTFIELD AVENUE	42.505	-92.357778	46430.174	46382.2	21.75	26.224	46430.174	0.0
1001732	JOHN DEERE HARVESTER WORKS	EAST MOLINE	IL	61244	1100 13TH AVE	41.527287	-90.434681	40530.158	40283.9	91.0	155.258	40530.158	0.0
1002886	JOHN SMITH ROAD CLASS III LANDFILL	HOLLISTER	CA	95023	2650 JOHN SMITH ROAD	36.8249	-121.3236	15472.25	0.0	15472.25	0.0	0.0	0.0
1006614	JOHNS HOPKINS - HOMEWOOD CAMPUS	BALTIMORE	MD	21218	3400       CHARLES STREET, NORTH	39.32907	-76.61791	35512.158	35474.0	17.0	21.158	35512.158	0.0
1003567	JOHNS MANVILLE	ROCKDALE	IL	60436	2151 WEST CHANNAHON ROAD	41.497246	-88.135781	23996.86	23972.2	11.25	13.41	23996.86	0.0
1002907	JOHNS MANVILLE	WATERVILLE	OH	43566	6050  NORTH RIVER ROAD	41.53034	-83.70679	70123.288	70065.2	26.5	31.588	56249.588	0.0
1007968	JOHNS MANVILLE	ETOWAH	TN	37331	2235 U.S. 411 N.	35.372442	-84.510599	74661.52	74598.5	28.75	34.27	61120.42	0.0
1003348	JOHNS MANVILLE INTERNATIONAL INC PLANT NO 8	DEFIANCE	OH	43512	925 CARPENTER ROAD	41.3044	-84.3393	36302.316	36265.6	16.75	19.966	35327.316	0.0
1003349	JOHNS MANVILLE PLANT NO 2	DEFIANCE	OH	43512	408 PERRY STREET	41.2859	-84.3648	33873.08	33840.2	15.0	17.88	32119.78	0.0
1007128	JOHNSON CANYON SANITARY LANDFILL	GONZALES	CA	93926	31400 JOHNSON CANYON ROAD	36.51552	-121.4342	36859.5	0.0	36859.5	0.0	0.0	0.0
1004252	JOHNSTON COUNTY MSW LANDFILL	SMITHFIELD	NC	27577	680 COUNTY HOME ROAD	35.511016	-78.429316	45350.5	0.0	45350.5	0.0	0.0	0.0
1001985	JR SIMPLOT COMPANY - FOOD GROUP	CALDWELL	ID	83606	16733 Simplot Blvd	43.667577	-116.73112	53510.104	52377.9	1103.0	29.204	52431.604	0.0
1005035	JR SIMPLOT COMPANY DON SIDING COMPLEX	POCATELLO	ID	83204	1150 W. HIGHWAY 30	42.9072	-112.526	119997.6	119956.5	18.75	22.35	39815.3	0.0
1005253	JUNIPER RIDGE LANDFILL	OLD TOWN	ME	4468	2828 BENNOCH RD	44.980464	-68.724728	34132.9	36.4	34096.5	0.0	36.4	0.0
1003494	JW Aluminum	Gossecreek	SC	29455	435 Old Mount Holly Road	32.703869	-80.031136	58924.728	58863.9	27.75	33.078	58924.728	0.0
1005675	JX NIPPON CHEMICAL TEXAS INC	PASADENA	TX	77507	10500 BAY AREA BLVD.	29.608611	-95.051944	47133.972	47085.2	22.25	26.522	47133.972	0.0
1001375	Jack County Generation Facility	JACKSBORO	TX	76458	HENDERSON RANCH RD	33.101	-97.9574	2397219.264	2394784.5	1110.75	1324.014	3545.036	2393674.228
1001508	Jack McDonough	SMYRNA	GA	30080	5551 SOUTH COBB DRIVE	33.8244	-84.475	6315754.296	6309341.6	2925.5	3487.196	1407.596	6314346.7
1005036	Jackrabbit Compressor Station	Parachute	CO	81635	13064 Garden Gulch Rd.	39.485628	-108.095435	22207.568	22185.1	10.25	12.218	22207.568	0.0
1011011	Jackson County Gas Plant	Ganado	TX	77962		29.10769	-96.5409	220949.506	219170.9	1705.0	73.606	125646.176	0.0
1001393	Jackson Generating Station	JACKSON	MI	49203	2219 CHAPIN ST	42.2488	-84.3767	283160.5	282872.8	131.25	156.45	238.0	282922.5
1007711	Jackson Madison County LF	Jackson	TN	38301	550 Aaron Long Road	35.58951	-88.876253	192463.8	14.3	192449.5	0.0	14.3	0.0
1011714	Jacobi Medical Center	Bronx	NY	10461	1400 Pelham Pkwy S	40.85743	-73.84654	14531.828	14513.6	7.5	10.728	14531.828	0.0
1005897	Jal #3 Gas Plant	JAL	NM	88252		32.174281	-103.174134	225417.604	207150.1	18022.25	245.254	147086.496	0.0
1000681	James De Young	HOLLAND	MI	49423	64 PINE AVE	42.7956	-86.1133	79852.4	79194.7	240.5	417.2	47204.942	32647.458
1007227	James H Miller Jr	Quinton	AL	35130	4250 Porter Road	33.6319	-87.0597	19902660.428	19746633.0	57073.25	98954.178	0.0	19902660.428
1012839	James Madison University	Harrisonburg	VA	22807	800 South Main Street	38.44111	-78.87445	26533.338	26503.9	12.75	16.688	26533.338	0.0
1000713	James River	SPRINGFIELD	MO	65804	5701 S KISSICK	37.1086	-93.2592	734861.214	731183.9	200.25	3477.064	24658.372	710202.842
1002334	Jameson Gas Plant	Silver	TX	76949	1000 Gas Plant Road	32.0488	-100.6821	107901.902	99348.3	8501.75	51.852	73354.024	0.0
1001791	Jaq Compressor Station	Gillette	WY	82716		44.0066804139277	-106.098043787576	25127.356	25101.6	11.75	14.006	25127.356	0.0
1003178	Jarvis Compressor Station	Saginaw	TX	76179	10650 Hicks Field Rd	32.91644	-97.401801	80868.106	72602.7	8236.5	28.906	51783.356	0.0
1009754	Jarvisville Compressor Station	Salem	WV	26426	814 Jarvisville Station Road	39.240389	-80.466716	56409.788	56351.7	26.5	31.588	56409.788	0.0
1000277	Jasper County Generating Facility	HARDEEVILLE	SC	29927	10719 PURRYSBURG ROAD	32.3592	-81.1236	1647658.586	1645913.9	789.0	955.686	0.0	1647658.586
1004389	Javelina	Corpus Christi	TX	78407	5438 Union Street	27.812178	-97.443544	43344.038	40661.6	2665.75	16.688	29682.288	0.0
1000914	Jefferies	MONCKS CORNER	SC	29461	463 POWERHOUSE ROAD	33.2422	-79.9875	0.0	0.0	0.0	0.0	0.0	0.0
1008685	Jefferson Compressor Station	Jefferson	PA	15344	243 Denny Hill Road	39.91141	-80.07687	54430.604	52197.9	2203.5	29.204	52145.704	0.0
1004014	Jefferson County Landfill No.1	Gardendale	AL	35071	101 Barber Blvd	33.70848	-86.86462	149389.45	2.7	149386.75	0.0	2.7	0.0
1005680	Jefferson County Landfill No.2	Pinson	AL	35126	7035 Narrows Road	33.709435	-86.711856	72206.0	0.0	72206.0	0.0	0.0	0.0
1000581	Jeffrey Energy Center	ST. MARYS	KS	66536	25905 JEFFREY ROAD	39.2825	-96.1153	12590095.23	12491468.8	36073.25	62553.18	53.1	12590042.13
1008994	Jewel Acquisition - Louisville Facility	Louisville	OH	44641	1500 West Main Street 	40.83595	-81.2741	38442.056	38402.6	18.0	21.456	38442.056	0.0
1001192	Jim Bridger	POINT OF ROCKS	WY	82942	35 MILES EAST OF ROCK SPRINGS	41.7378	-108.7875	13531081.694	13425043.9	38785.75	67252.044	1140.532	13529941.162
1008262	Jireh Semiconductor, Inc.	Hillsboro	OR	97124	3131 Ne Brookwood Pkwy	45.547995	-122.931363	68526.54188	3726.2	1.75	1858.924	3730.036	0.0
1001203	John B. Rich Memorial Power Station, Gilberton Power Company	FRACKVILLE	PA	17931	81 ELEANOR AVE	40.79	-76.1984	839392.202	835462.3	197.75	3732.152	9.2	839383.002
1000967	John E Amos	Winfield	WV	25213	1530 Winfield Road	38.4731	-81.8233	12295809.602	12198854.6	35463.0	61492.002	9491.698	12286317.904
1007788	John S. Cooper	SOMERSET	KY	42501	7130 HIGHWAY 1247	37.0	-84.5917	904730.214	899885.2	243.0	4602.014	0.5	904729.714
1001158	John S. Rainey Generating Station	IVA	SC	29655	2900 OPRY HOUSE ROAD	34.3477	-82.776	1527489.64	1525897.7	726.25	865.69	0.0	1527489.64
1000918	John Sevier	ROGERSVILLE	TN	37857	611 Old Hwy 70 S	36.3767	-82.9639	1305106.2	1303730.1	616.2	759.9	1688.094	1303418.106
1001044	John Twitty	SPRINGFIELD	MO	65807	5100 W FARM ROAD 164	37.1519	-93.3892	2393926.542	2381545.7	631.0	11749.842	10913.26	2383013.282
1010604	John W. Turk Power Plant	Fulton	AR	71838	3711 Highway 355 South	33.649862	-93.812145	3777015.294	3747423.1	10824.75	18767.444	2637.04	3774378.254
1011322	Johns Manville	Phenix City	AL	36869	908 John Bussey Drive	32.432598	-84.975758	25428.802	25264.8	60.0	104.002	25428.802	0.0
1003968	Johns Manville	Cleburne	TX	76033	200 W Industrial Boulevard	32.38548	-97.3924	59554.156	59501.0	24.25	28.906	51504.556	0.0
1002922	Johns Manville	Waterville	OH	43566	7500 Dutch Road	41.52197	-83.72026	54770.744	54714.3	25.75	30.694	54770.744	0.0
1001287	Johnson County Generation Facility	CLEBURNE	TX	76033	831 SPARKS DR	32.3994	-97.4078	319141.214	318816.5	148.0	176.714	0.0	319141.214
1000919	Johnsonville	NEW JOHNSONVILLE	TN	37134	535 Steam Plant Rd	36.0278	-87.9861	3125773.942	3101394.8	8919.2	15459.942	18404.469	3107369.473
1000878	Joint Base Charleston - Weapons	Joint Base Charleston	SC	29404	210 W Stewart Ave, Bldg 721	32.911019	-80.052695	19038.438	19011.0	10.75	16.688	19038.438	0.0
1002228	Joint Systems Manufacturing Center	Lima	OH	45804	1155 Buckeye Road	40.708654	-84.128767	21923.546	21850.0	28.25	45.296	21923.546	0.0
1010893	Joint Water Pollution Control Plant	Carson	CA	90745	24501 Figueroa Street	33.804312	-118.283922	9963.014	9474.9	147.5	340.614	9963.014	0.0
1001453	Joliet 29	JOLIET	IL	60436	1800 CHANNAHON RD	41.4947	-88.125	5179975.57	5139826.7	14687.75	25461.12	1629.144	5178346.426
1001519	Joliet 9	JOLIET	IL	60436	1601 PATTERSON RD	41.4947	-88.125	1229482.68	1219951.0	3486.75	6044.93	1374.388	1228108.292
1000937	Jones Station	LUBBOCK	TX	79408	E OF LUBBOCK ON FARM RD 3020	33.5239	-101.7392	842563.028	841707.6	390.25	465.178	566.348	841996.68
1000340	Joppa Steam	JOPPA	IL	62953	2100 PORTLAND ROAD	37.2103	-88.8606	7231103.674	7174546.5	20689.0	35868.174	26.5	7231077.174
1002769	Joy Global Longview Operations	LONGVIEW	TX	75601	2400 S. MCARTHUR BLVD.	32.459707	-94.737374	42806.496	42764.3	19.25	22.946	41163.696	0.0
1007926	Judsonia Compressor Station	Judsonia	AR	72081	984 Donnie Stevens Rd.	35.332768	-91.691896	13969.648	13955.4	6.5	7.748	13969.648	0.0
1011721	Jupiter Compressor Station	Waynesburg	PA	15370	468 Piper Ridge Road	39.97027	-80.11201	27377.796	27349.3	13.0	15.496	27377.796	0.0
1009923	Justice Mine U-5013-98	Madison	WV	25130	782 Robinson Creek Road	38.016184	-81.745885	2818.25	0.0	2818.25	0.0	0.0	0.0
1010832	Justin Compressor Station	Justin	TX	76247		33.1257	-97.3391	29933.788	29903.1	14.0	16.688	29933.788	0.0
1007744	K & W LANDFILL	ONTONAGON	MI	49953	5436 HIGHWAY M 38	46.786048	-89.12878	58955.292	719.1	58235.0	1.192	720.792	0.0
1001677	KAAPA ETHANOL LLC	MINDEN	NE	68959	8450 KAPPA LANE	40.48343	-99.0733	56797.136	56738.5	26.75	31.886	56797.136	0.0
1003096	KAAPA Ethanol Ravenna, LLC	RAVENNA	NE	68869	35955 NAVAHO RD	41.023749	-98.87511	112961.924	112756.2	142.25	63.474	112872.924	0.0
1007957	KAISER ALUMINUM (0145010093)	HEATH	OH	43056	600 KAISER DRIVE	40.01264	-82.46281	32928.476	32894.5	15.5	18.476	32928.476	0.0
1006670	KALAELOA COGENERATION PLANT	KAPOLEI	HI	96707	91-111 KALAELOA BOULEVARD	21.301643	-158.096275	915443.444	912407.4	897.0	2139.044	915443.444	0.0
1003420	KAMIN LLC - Wrens	WRENS	GA	30833	2069 HOWARD MILL ROAD	33.2741	-82.4064	64390.6	64322.6	30.75	37.25	64390.6	0.0
1005095	KANEKA North America LLC	PASADENA	TX	77507	6161 UNDERWOOD RD	29.62097	-95.08714	54110.4	54055.6	25.0	29.8	54110.4	0.0
1006418	KANKAKEE RDF	CHEBANSE	IL	60922	6259 S RTE 45/52	41.029754	-87.86591	2323.456	0.0	2302.0	21.456	30.706	0.0
1002082	KANSAS ETHANOL LLC	LYONS	KS	67554	1630 AVE Q	38.28959	-98.19522	53532.098	53475.5	26.5	30.098	53530.848	0.0
1003550	KANSAS STATE UNIV MAIN CAMPUS	MANHATTAN	KS	66506	1810 Kerr Dr.	39.19908	-96.58594	36323.064	36285.8	17.0	20.264	36323.064	0.0
1005430	KARI COMPRESSOR SITE	Burleson	TX	76009	851 W Bethesda RD	32.47455	-97.31504	24567.456	24541.7	11.75	14.006	24567.456	0.0
1001765	KAUAI ISLAND UTILITY COOPERATIVE - KAPAIA POWER STATION	LIHUE	HI	96766	4941-K MAALO RD	21.9786	-159.3422	125361.546	124895.4	137.75	328.396	125361.546	0.0
1001768	KAUAI ISLAND UTILITY COOPERATIVE, PORT ALLEN GENERATING STATION	ELEELE	HI	96705	261-A AKAULA RD	21.899556	-159.585194	125970.714	125540.1	127.25	303.364	125970.714	0.0
1004753	KELCO	SAN DIEGO	CA	92113	2025 HARBOR DR E	32.696772	-117.145403	100733.92	100629.8	47.5	56.62	100733.92	0.0
1004011	KELLER CANYON LANDFILL	PITTSBURG	CA	94565	901 BAILEY ROAD	38.006584	-121.941018	185492.0	0.0	185492.0	0.0	0.0	0.0
1002211	KELLOGG COMPANY	BATTLE CREEK	MI	49014	425  PORTER STREET	42.317077	-85.148939	32125.18	32092.3	15.0	17.88	32125.18	0.0
1002215	KELLOGG LANCASTER CEREAL PLT	LANCASTER	PA	17601	2050 STATE RD	40.0879	-76.3847	26412.784	26382.0	13.5	17.284	26412.784	0.0
1002213	KELLOGG USA INC	OMAHA	NE	68127	9601 F STREET	41.21967	-96.06252	30828.318	30793.4	15.25	19.668	30828.318	0.0
1002258	KELLOGG USA,INC.	MEMPHIS	TN	38114	2168 FRISCO AVENUE	35.09502	-89.99089	21560.668	21538.2	10.25	12.218	21560.668	0.0
1007688	KELLY RUN SANITATION	ELIZABETH	PA	15037	1500 Hayden Boulevard	40.2475	-79.8863	6540.85	78.6	6462.25	0.0	78.6	0.0
1003464	KENT COUNTY DPW SOUTH KENT LANDFILL	BYRON CENTER	MI	49315	10300 South Kent Drive SW	42.775556	-85.678889	125887.0	0.0	125887.0	0.0	0.0	0.0
1003387	KENT COUNTY WASTE TO ENERGY FACILITY	GRAND RAPIDS	MI	49503	950 MARKET AVE SW	42.9492	-85.6939	83458.124	79250.7	1640.75	2566.674	83458.124	0.0
1006759	KENT STATE UNIVERSITY HEATING PLANT (1667040085)	KENT	OH	44242	1501 Ted Boyd Drive	41.13	-81.34	47090.024	47041.8	22.0	26.224	47090.024	0.0
1005297	KEPLER PROCESSING CO POCAHONTAS NO 51 COAL PREP PLANT	PINEVILLE	WV	24874		37.5768	-81.5701	27082.778	26877.6	75.25	129.928	27082.778	0.0
1002543	KERN FRONT LIMITED	BAKERSFIELD	CA	93308	12241 OILFIELD ROAD	35.498971	-119.038199	15035.044	15019.7	7.0	8.344	15035.044	0.0
1004267	KERN OIL & REFINING CO.	BAKERSFIELD	CA	93307	7724 E PANAMA LN 	35.295278	-118.921111	116571.626	115834.3	398.5	338.826	114817.088	0.0
1005806	KERN RIVER GAS TRANSMISSION CO: COYOTE CREEK COMPRESSOR STATION	EVANSTON	WY	82930	41.061299, -111.012854	41.068209	-110.759927	53964.762	49776.5	4160.25	28.012	49823.212	0.0
1002763	KERN RIVER GAS TRANSMISSION COMPANY: DRY LAKE COMPRESSOR STATION	NORTH LAS VEGAS	NV	89165	15425 HIGHWAY 93	36.29423	-115.28183	68131.148	67082.6	1011.0	37.548	67150.548	0.0
1002762	KERN RIVER GAS TRANSMISSION COMPANY: GOODSPRINGS COMPRESSOR STATION	GOODSPRINGS	NV	89019	35.809116, -115411477	35.839798	-115.615473	110892.138	109161.5	1669.25	61.388	109272.488	0.0
1006156	KERN RIVER GAS TRANSMISSION COMPANY: MILFORD COMPRESSOR STATION	MINERSVILLE	UT	84012	800 EAST 7900 SOUTH	38.214136	-112.923562	50504.072	47416.8	3060.75	26.522	47462.072	0.0
1002761	KERN RIVER GAS TRANSMISSION COMPANY: MUDDY CREEK COMPRESSOR STATION	KEMMERER	WY	83101	1419 WAGON WHEEL RD.	42.023456	-110.569218	218030.136	215519.6	2389.25	121.286	215739.936	0.0
1005804	KERN RIVER GAS TRANSMISSION COMPANY: SALT LAKE COMPRESSOR STATION	SALT LAKE CITY	UT	84104	5051 west 150 south	40.803833	-112.02379	72116.636	70406.8	1670.5	39.336	70477.236	0.0
1002760	KERN RIVER GAS TRANSMISSION COMPANY: VEYO COMPRESSOR STATION	Gunlock	UT	84733	145 W. 1400 N. 	37.3475	-113.7639	116281.466	115129.3	1087.5	64.666	115247.016	0.0
1006118	KERRVILLE LANDFILL	KERRVILLE	TX	78028	3315 Loop 534	30.0283	-99.1056	3795.75	0.0	3795.75	0.0	0.0	0.0
1003625	KESTREL HAWK LANDFILL	RACINE	WI	53406	1989 OAKES RD	42.7075	-87.869737	25564.9	20.4	25544.5	0.0	20.4	0.0
1007806	KEYMARK CORP PLANT	FONDA	NY	12068	1188 CAYADUTA ST	42.956111	-74.389056	23764.16	23739.5	11.25	13.41	23764.16	0.0
1005622	KEYSTONE CEMENT COMPANY	BATH	PA	18014	6507 Nor-Bath Blvd	40.715359	-75.400859	416346.496	415548.3	291.0	507.196	331.344	0.0
1004029	KEYSTONE PLANT # 1	Northfok	WV	24868		37.4176	-81.4487	0.0	0.0	0.0	0.0	0.0	0.0
1006261	KEYSTONE SANITARY LANDFILL	DUNMORE	PA	18512	249 DUNHAM DRIVE	41.427594	-75.592816	229101.048	90.0	229010.75	0.298	90.298	0.0
1004811	KEYSTONE STEEL & WIRE CO	PEORIA	IL	61641	7000 SOUTH ADAMS STREET	40.642503	-89.645771	135702.504	135607.7	43.25	51.554	92123.604	0.0
1009767	KH Coushatta Gas Treating Facility Coushatta, LA	Coushatta	LA	71019	267 Abbington Loop	32.111566	-93.4922	11720.384	4571.0	7147.0	2.384	4254.084	0.0
1009769	KH East Holly Gas Treating Facility Gloster,LA	Gloster	LA	71030	357 Bethlehem Road	32.172221	-93.777054	21572.366	9829.8	11737.5	5.066	8852.816	0.0
1009770	KH Heflin Gas Treating Facility Ringgold, LA	Ringgold	LA	71068	530 United Gas Road	32.375633	-93.366284	1387.196	1129.6	257.0	0.596	1109.096	0.0
1009772	KH North Elm Grove Gas Treating Facility Haughton, LA	Haughton	LA	71037	3008 Johnson Koran Rd	32.455297	-93.488802	25375.244	15187.9	10179.0	8.344	14741.344	0.0
1009774	KH Plantation Central Gas Treating Facility Coushatta, LA	Coushatta	LA	71019	178 Yearwood Rd	32.194066	-93.487309	34772.484	19940.9	14821.75	9.834	17465.984	0.0
